Date,Index,Price,Volume,Daily Change,Market Cap,Year,Month,Day
2016-01-14 00:00:00,^IBEX,8787.69140625,329170700.0,-0.016430684324563405,2892650531579.297,2016,01,14
2016-01-14 00:00:00,^IXIC,4615.0,2565560000.0,0.019650632173423555,11840059400000.0,2016,01,14
2016-01-14 00:00:00,^KS11,1900.010009765625,311000.0,-0.008490418562270285,590903113.0371094,2016,01,14
2016-01-14 00:00:00,^MXX,41352.75,162045600.0,0.008387685259483302,6701031185400.0,2016,01,14
2016-01-14 00:00:00,^N225,17240.94921875,178300000.0,-0.026794509571404945,3074061245703.125,2016,01,14
2016-01-15 00:00:00,000001.SS,2900.969970703125,198700.0,-0.03546921788766111,576422733.1787109,2016,01,15
2016-01-15 00:00:00,DAX,19.794118881225586,2600.0,-0.035110664825739546,51464.70909118652,2016,01,15
2016-01-15 00:00:00,EWZ,16.31334114074707,30445700.0,-0.03727026953405432,496671090.3688431,2016,01,15
2016-01-15 00:00:00,FTSEMIB.MI,19196.0,813339100.0,-0.030651921426046558,15612857363600.0,2016,01,15
2016-01-15 00:00:00,VCE.TO,21.94548797607422,21800.0,-0.024343841207363215,478411.63787841797,2016,01,15
2016-01-15 00:00:00,^BSESN,24455.0390625,12700.0,-0.012833811674628715,310578996.09375,2016,01,15
2016-01-15 00:00:00,^DJAU,323.2799987792969,0.0,-0.003421855849489175,0.0,2016,01,15
2016-01-15 00:00:00,^DJI,15988.080078125,2392100.0,-0.02387011036810016,38245086354.88281,2016,01,15
2016-01-15 00:00:00,^FTMC,16160.599609375,310812400.0,-0.015396121428766896,5022914750028.906,2016,01,15
2016-01-15 00:00:00,^IBEX,8543.5908203125,458709500.0,-0.027777555520883457,3919026273390.1367,2016,01,15
2016-01-15 00:00:00,^IXIC,4488.419921875,2818630000.0,-0.027427969257854845,12651195044394.531,2016,01,15
2016-01-15 00:00:00,^KS11,1878.8699951171875,312400.0,-0.011126264882701964,586958986.4746094,2016,01,15
2016-01-15 00:00:00,^MXX,40847.69921875,258729300.0,-0.012213233249300237,10568496625477.734,2016,01,15
2016-01-15 00:00:00,^N225,17147.109375,167800000.0,-0.005442846711012139,2877284953125.0,2016,01,15
2016-01-18 00:00:00,000001.SS,2913.8369140625,164700.0,0.004435393502627782,479908939.74609375,2016,01,18
2016-01-18 00:00:00,FTSEMIB.MI,18687.0,713750200.0,-0.02651594082100439,13337849987400.0,2016,01,18
2016-01-18 00:00:00,VCE.TO,21.808595657348633,9800.0,-0.006237834350041882,213724.2374420166,2016,01,18
2016-01-18 00:00:00,^BSESN,24188.369140625,13600.0,-0.010904497890740217,328961820.3125,2016,01,18
2016-01-18 00:00:00,^FTMC,15958.7998046875,258193000.0,-0.01248714834630471,4120450397971.6797,2016,01,18
2016-01-18 00:00:00,^IBEX,8469.291015625,281055300.0,-0.008696554674745283,2380339127183.789,2016,01,18
2016-01-18 00:00:00,^KS11,1878.449951171875,276900.0,-0.00022356200610162968,520142791.4794922,2016,01,18
2016-01-18 00:00:00,^MXX,40604.7890625,36417700.0,-0.005946727989479927,1478733026641.4062,2016,01,18
2016-01-18 00:00:00,^N225,16955.5703125,157200000.0,-0.01117034121093663,2665415653125.0,2016,01,18
2016-01-19 00:00:00,000001.SS,3007.739013671875,205300.0,0.032226271537776574,617488819.5068359,2016,01,19
2016-01-19 00:00:00,DAX,20.078676223754883,3200.0,0.014375852961012292,64251.763916015625,2016,01,19
2016-01-19 00:00:00,EWZ,16.215496063232422,20827600.0,-0.005997856396826817,337729865.8065796,2016,01,19
2016-01-19 00:00:00,FTSEMIB.MI,18881.0,832351500.0,0.010381548670198582,15715628671500.0,2016,01,19
2016-01-19 00:00:00,VCE.TO,21.928373336791992,45800.0,0.005492223402427054,1004319.4988250732,2016,01,19
2016-01-19 00:00:00,^BSESN,24479.83984375,9400.0,0.012050035346759636,230110494.53125,2016,01,19
2016-01-19 00:00:00,^DJAU,323.8599853515625,0.0,0.0017940688395683413,0.0,2016,01,19
2016-01-19 00:00:00,^DJI,16016.01953125,1443600.0,0.0017475177124754993,23120725795.3125,2016,01,19
2016-01-19 00:00:00,^FTMC,16114.599609375,264952000.0,0.00976262667583172,4269595395703.125,2016,01,19
2016-01-19 00:00:00,^IBEX,8554.8916015625,298446300.0,0.010107172581456325,2553175745387.4023,2016,01,19
2016-01-19 00:00:00,^IXIC,4476.9501953125,2394550000.0,-0.002555404075853196,10720281090185.547,2016,01,19
2016-01-19 00:00:00,^KS11,1889.6400146484375,335300.0,0.005957072994988044,633596296.9116211,2016,01,19
2016-01-19 00:00:00,^MXX,40809.25,220643500.0,0.0050353897217712,9004295752375.0,2016,01,19
2016-01-19 00:00:00,^N225,17048.369140625,154200000.0,0.005473058494327887,2628858521484.375,2016,01,19
2016-01-20 00:00:00,000001.SS,2976.694091796875,216500.0,-0.010321680748855977,644454270.8740234,2016,01,20
2016-01-20 00:00:00,DAX,19.714088439941406,2800.0,-0.01815795920759633,55199.44763183594,2016,01,20
2016-01-20 00:00:00,EWZ,15.824119567871094,21222600.0,-0.024135955744748916,335828959.9411011,2016,01,20
2016-01-20 00:00:00,FTSEMIB.MI,17968.0,888993600.0,-0.0483554896456756,15973437004800.0,2016,01,20
2016-01-20 00:00:00,VCE.TO,21.56047821044922,18500.0,-0.016777128001807085,398868.84689331055,2016,01,20
2016-01-20 00:00:00,^BSESN,24062.0390625,12800.0,-0.017067137036710256,307994100.0,2016,01,20
2016-01-20 00:00:00,^DJAU,319.5199890136719,0.0,-0.013400841518532713,0.0,2016,01,20
2016-01-20 00:00:00,^DJI,15766.740234375,1918700.0,-0.01556437268252664,30251644487.695312,2016,01,20
2016-01-20 00:00:00,^FTMC,15641.0,285414300.0,-0.029389474194535636,4464165066300.0,2016,01,20
2016-01-20 00:00:00,^IBEX,8281.3916015625,371165600.0,-0.031970013500819405,3073767682628.9062,2016,01,20
2016-01-20 00:00:00,^IXIC,4471.68994140625,3204130000.0,-0.0011749636866091873,14327875891958.008,2016,01,20
2016-01-20 00:00:00,^KS11,1845.449951171875,407300.0,-0.023385440154739756,751651765.1123047,2016,01,20
2016-01-20 00:00:00,^MXX,40844.41015625,239363100.0,0.0008615732033792067,9776644632671.484,2016,01,20
2016-01-20 00:00:00,^N225,16416.189453125,177800000.0,-0.037081534443876074,2918798484765.625,2016,01,20
2016-01-21 00:00:00,000001.SS,2880.48193359375,191700.0,-0.03232181582523541,552188386.6699219,2016,01,21
2016-01-21 00:00:00,DAX,19.9363956451416,900.0,0.011276565278554473,17942.75608062744,2016,01,21
2016-01-21 00:00:00,EWZ,15.414952278137207,22987200.0,-0.025857191484109476,354346591.0079956,2016,01,21
2016-01-21 00:00:00,FTSEMIB.MI,18723.0,1214365300.0,0.04201914514692784,22736561511900.0,2016,01,21
2016-01-21 00:00:00,VCE.TO,21.971155166625977,67400.0,0.019047673811693366,1480855.8582305908,2016,01,21
2016-01-21 00:00:00,^BSESN,23962.2109375,13200.0,-0.0041487807720992365,316301184.375,2016,01,21
2016-01-21 00:00:00,^DJAU,320.7099914550781,0.0,0.003724344273670299,0.0,2016,01,21
2016-01-21 00:00:00,^DJI,15882.6796875,1451400.0,0.007353419375314196,23052121298.4375,2016,01,21
2016-01-21 00:00:00,^FTMC,15833.599609375,299374900.0,0.012313765703919177,4740182299696.68,2016,01,21
2016-01-21 00:00:00,^IBEX,8444.19140625,358233200.0,0.019658508197678115,3024989708873.4375,2016,01,21
2016-01-21 00:00:00,^IXIC,4472.06005859375,2447750000.0,8.276897377723635e-05,10946485008422.852,2016,01,21
2016-01-21 00:00:00,^KS11,1840.530029296875,433700.0,-0.0026659741554496685,798237873.7060547,2016,01,21
2016-01-21 00:00:00,^MXX,41166.87890625,252258400.0,0.007895052193590324,10384691005884.375,2016,01,21
2016-01-21 00:00:00,^N225,16017.259765625,228200000.0,-0.02430099193476709,3655138678515.625,2016,01,21
2016-01-22 00:00:00,000001.SS,2916.56201171875,159800.0,0.012525708876773178,466066609.47265625,2016,01,22
2016-01-22 00:00:00,DAX,20.29030990600586,600.0,0.017752168805423185,12174.185943603516,2016,01,22
2016-01-22 00:00:00,EWZ,16.082077026367188,22517100.0,0.043277769284836065,362121736.6104126,2016,01,22
2016-01-22 00:00:00,FTSEMIB.MI,19028.0,975350900.0,0.016290124445868637,18558976925200.0,2016,01,22
2016-01-22 00:00:00,VCE.TO,22.552946090698242,47800.0,0.026479760379463313,1078030.823135376,2016,01,22
2016-01-22 00:00:00,^BSESN,24435.66015625,10100.0,0.019758160880266162,246800167.578125,2016,01,22
2016-01-22 00:00:00,^DJAU,324.17999267578125,0.0,0.010819747788210599,0.0,2016,01,22
2016-01-22 00:00:00,^DJI,16093.509765625,1458500.0,0.013274213311178729,23472383993.164062,2016,01,22
2016-01-22 00:00:00,^FTMC,16128.0,263839600.0,0.018593396188361755,4255205068800.0,2016,01,22
2016-01-22 00:00:00,^IBEX,8722.8916015625,374439300.0,0.0330049594927726,3266193425264.9414,2016,01,22
2016-01-22 00:00:00,^IXIC,4591.18017578125,2153340000.0,0.026636519999008623,9886371919716.797,2016,01,22
2016-01-22 00:00:00,^KS11,1879.4300537109375,408500.0,0.021135229414824153,767747176.940918,2016,01,22
2016-01-22 00:00:00,^MXX,41621.30859375,252181900.0,0.011038720922586398,10496140681658.203,2016,01,22
2016-01-22 00:00:00,^N225,16958.529296875,186800000.0,0.05876595279237962,3167853272656.25,2016,01,22
2016-01-25 00:00:00,000001.SS,2938.514892578125,153000.0,0.007526972089456185,449592778.5644531,2016,01,25
2016-01-25 00:00:00,DAX,20.09645652770996,1000.0,-0.009553988046211104,20096.45652770996,2016,01,25
2016-01-25 00:00:00,EWZ,15.681801795959473,7472700.0,-0.024889523271866443,117185400.28066635,2016,01,25
2016-01-25 00:00:00,FTSEMIB.MI,18641.0,772173700.0,-0.020338448602060133,14394089941700.0,2016,01,25
2016-01-25 00:00:00,VCE.TO,22.24493980407715,40600.0,-0.013657031120565155,903144.5560455322,2016,01,25
2016-01-25 00:00:00,^BSESN,24485.94921875,8900.0,0.0020580193937236313,217924948.046875,2016,01,25
2016-01-25 00:00:00,^DJAU,330.3500061035156,0.0,0.01903267804039066,0.0,2016,01,25
2016-01-25 00:00:00,^DJI,15885.2197265625,1232500.0,-0.012942486884209514,19578533312.98828,2016,01,25
2016-01-25 00:00:00,^FTMC,16147.0,203139800.0,0.001178075396825351,3280098350600.0,2016,01,25
2016-01-25 00:00:00,^IBEX,8567.69140625,263311000.0,-0.017792287512170768,2255967391871.0938,2016,01,25
2016-01-25 00:00:00,^IXIC,4518.490234375,2028880000.0,-0.01583251770202654,9167474466718.75,2016,01,25
2016-01-25 00:00:00,^KS11,1893.4300537109375,315300.0,0.0074490667914759445,596998495.9350586,2016,01,25
2016-01-25 00:00:00,^MXX,41476.3515625,142720900.0,-0.003482760060834922,5919542223716.406,2016,01,25
2016-01-25 00:00:00,^N225,17110.91015625,157000000.0,0.008985499668481278,2686412894531.25,2016,01,25
